LP.,Data,Typ instrumentu,Nazwa,ISIN,Kurs otwarcia,Kurs maksymalny,Kurs minimalny,Kurs zamkniecia,Zmiana,Wolumen obrotu,Liczba transakcji,Wartosc obrotu w tys. zl,Liczba otwartych pozycji,Wartosc otwartych pozycji w mln zl,Cena nominalna obligacji,Waluta
1,1997-07-04,10,KGHM,PLKGHM000017,0,0,0,0,0,0,0,0,0,0,0,
2,1997-07-10,10,KGHM,PLKGHM000017,0,0,0,23.5,0,2462896,0,115756.11,0,0,0,
3,1997-07-11,10,KGHM,PLKGHM000017,0,0,0,24,2,1557823,0,74775.5,0,0,0,
4,1997-07-14,10,KGHM,PLKGHM000017,0,0,0,21.6,-10,398338,0,17208.2,0,0,0,
5,1997-07-15,10,KGHM,PLKGHM000017,0,0,0,19.5,-10,832433,0,32464.89,0,0,0,
6,1997-07-16,10,KGHM,PLKGHM000017,0,0,0,21.4,10,570776,0,24429.21,0,0,0,
7,1997-07-17,10,KGHM,PLKGHM000017,0,0,0,21.8,2,769327,64,629.48,0,0,0,
8,1997-07-18,10,KGHM,PLKGHM000017,0,0,0,21.5,-1,267499,39,794.6,0,0,0,
9,1997-07-21,10,KGHM,PLKGHM000017,0,0,0,21.5,0,366017,35,835.1,0,0,0,
10,1997-07-22,10,KGHM,PLKGHM000017,0,0,0,21.5,0,237308,25,8849.74,0,0,0,
11,1997-07-23,10,KGHM,PLKGHM000017,0,0,0,21.7,1,203500,27,8094.1,0,0,0,
12,1997-07-24,10,KGHM,PLKGHM000017,0,0,0,21.5,-1,248015,19,991.6,0,0,0,
13,1997-07-25,10,KGHM,PLKGHM000017,0,0,0,21.4,-1,197958,23,8055.3,0,0,0,
14,1997-07-28,10,KGHM,PLKGHM000017,0,0,0,21,-2,206335,23,7542.57,0,0,0,
15,1997-07-29,10,KGHM,PLKGHM000017,0,0,0,20.5,-2,118095,16,4554.9,0,0,0,
16,1997-07-30,10,KGHM,PLKGHM000017,0,0,0,20.8,2,131624,26,909,0,0,0,
17,1997-07-31,10,KGHM,PLKGHM000017,0,0,0,21.2,2,130896,22,561.8,0,0,0,
18,1997-08-01,10,KGHM,PLKGHM000017,0,0,0,20.8,-2,97680,22,388.35,0,0,0,
19,1997-08-04,10,KGHM,PLKGHM000017,0,0,0,21,1,138546,25,929.65,0,0,0,
20,1997-08-05,10,KGHM,PLKGHM000017,0,0,0,21.2,1,204863,43,7498.99,0,0,0,
21,1997-08-06,10,KGHM,PLKGHM000017,0,0,0,21.5,1,149767,31,659.55,0,0,0,
22,1997-08-07,10,KGHM,PLKGHM000017,0,0,0,21.4,-1,187387,108,4585.46,0,0,0,
23,1997-08-08,10,KGHM,PLKGHM000017,0,0,0,22.4,5,370895,109,3398.6,0,0,0,
24,1997-08-11,10,KGHM,PLKGHM000017,0,0,0,23,3,266607,87,2141.7,0,0,0,
25,1997-08-12,10,KGHM,PLKGHM000017,0,0,0,22.3,-3,220432,101,7434.02,0,0,0,
26,1997-08-13,10,KGHM,PLKGHM000017,0,0,0,23,3,308956,36,600.45,0,0,0,
27,1997-08-14,10,KGHM,PLKGHM000017,0,0,0,22.2,-4,128114,52,656.03,0,0,0,
28,1997-08-18,10,KGHM,PLKGHM000017,0,0,0,21.9,-1,123164,20,5109.88,0,0,0,
29,1997-08-19,10,KGHM,PLKGHM000017,0,0,0,22.2,1,230421,109,8077.29,0,0,0,
30,1997-08-20,10,KGHM,PLKGHM000017,0,0,0,22.8,3,225878,33,9559.04,0,0,0,
31,1997-08-21,10,KGHM,PLKGHM000017,0,0,0,22,-4,78280,26,546.6,0,0,0,
32,1997-08-22,10,KGHM,PLKGHM000017,0,0,0,21.7,-1,75012,36,849.35,0,0,0,
33,1997-08-25,10,KGHM,PLKGHM000017,0,0,0,21.8,1,70254,53,886.15,0,0,0,
34,1997-08-26,10,KGHM,PLKGHM000017,0,0,0,21.5,-1,81948,24,392.2,0,0,0,
35,1997-08-27,10,KGHM,PLKGHM000017,0,0,0,21.7,0.9,77024,16,3114.99,0,0,0,
36,1997-08-28,10,KGHM,PLKGHM000017,0,0,0,22.3,2.8,306653,1177,2648.9,0,0,0,
37,1997-08-29,10,KGHM,PLKGHM000017,0,0,0,22.5,0.9,328145,1555,704.95,0,0,0,
38,1997-09-01,10,KGHM,PLKGHM000017,0,0,0,22.1,-1.8,87248,18,3535.91,0,0,0,
39,1997-09-02,10,KGHM,PLKGHM000017,0,0,0,22.5,1.8,202919,1141,6971.36,0,0,0,
40,1997-09-03,10,KGHM,PLKGHM000017,0,0,0,22.8,1.3,387980,1635,4179.3,0,0,0,
41,1997-09-04,10,KGHM,PLKGHM000017,0,0,0,22.8,0,202158,1258,8500.2,0,0,0,
42,1997-09-05,10,KGHM,PLKGHM000017,0,0,0,22.5,-1.3,174059,803,5751.41,0,0,0,
43,1997-09-08,10,KGHM,PLKGHM000017,0,0,0,22.6,0.4,68979,620,901,0,0,0,
44,1997-09-09,10,KGHM,PLKGHM000017,0,0,0,22.3,-1.3,132562,726,862.3,0,0,0,
45,1997-09-10,10,KGHM,PLKGHM000017,0,0,0,22.3,0,129187,811,741,0,0,0,
46,1997-09-11,10,KGHM,PLKGHM000017,0,0,0,22.1,-0.9,130417,45,596.45,0,0,0,
47,1997-09-12,10,KGHM,PLKGHM000017,0,0,0,22.3,0.9,117810,850,638.85,0,0,0,
48,1997-09-15,10,KGHM,PLKGHM000017,0,0,0,22.2,-0.4,105231,727,537.45,0,0,0,
49,1997-09-16,10,KGHM,PLKGHM000017,0,0,0,22.2,0,116901,851,4724.2,0,0,0,
50,1997-09-17,10,KGHM,PLKGHM000017,0,0,0,21.9,-1.4,126415,752,891.45,0,0,0,
51,1997-09-18,10,KGHM,PLKGHM000017,0,0,0,21.6,-1.4,183864,801,803.4,0,0,0,
52,1997-09-19,10,KGHM,PLKGHM000017,0,0,0,22.5,4.2,468130,1672,4872.3,0,0,0,
53,1997-09-22,10,KGHM,PLKGHM000017,0,0,0,23,2.2,294436,3103,924.75,0,0,0,
54,1997-09-23,10,KGHM,PLKGHM000017,0,0,0,22.7,-1.3,200482,1051,7853.38,0,0,0,
55,1997-09-24,10,KGHM,PLKGHM000017,0,0,0,22.1,-2.6,142612,750,726.75,0,0,0,
56,1997-09-25,10,KGHM,PLKGHM000017,0,0,0,21.9,-0.9,210256,739,6022.76,0,0,0,
57,1997-09-26,10,KGHM,PLKGHM000017,0,0,0,21.6,-1.4,185060,728,6763.39,0,0,0,
58,1997-09-29,10,KGHM,PLKGHM000017,0,0,0,21.7,0.5,148542,644,860.25,0,0,0,
59,1997-09-30,10,KGHM,PLKGHM000017,0,0,0,22.1,1.8,133590,815,830.7,0,0,0,
60,1997-10-01,10,KGHM,PLKGHM000017,0,0,0,22,-0.5,232401,965,864.65,0,0,0,
61,1997-10-02,10,KGHM,PLKGHM000017,0,0,0,22,-0.5,183920,1039,6960.7,0,0,0,
62,1997-10-03,10,KGHM,PLKGHM000017,0,0,0,22,0.5,485179,2106,694.08,0,0,0,
63,1997-10-06,10,KGHM,PLKGHM000017,0,0,0,22,0,506864,2576,2781.7,0,0,0,
64,1997-10-07,10,KGHM,PLKGHM000017,0,0,0,22,0,495579,3295,3417.55,0,0,0,
65,1997-10-08,10,KGHM,PLKGHM000017,0,0,0,22.7,3.2,783773,235,7828.35,0,0,0,
66,1997-10-09,10,KGHM,PLKGHM000017,0,0,0,23,1.3,766035,5418,3809.9,0,0,0,
67,1997-10-10,10,KGHM,PLKGHM000017,0,0,0,22.6,-1.7,378592,1249,853.53,0,0,0,
68,1997-10-13,10,KGHM,PLKGHM000017,0,0,0,22.6,0,67000,126,3080.05,0,0,0,
69,1997-10-14,10,KGHM,PLKGHM000017,0,0,0,23,0.9,398417,1982,2533.5,0,0,0,
70,1997-10-15,10,KGHM,PLKGHM000017,0,0,0,23.3,1.3,593994,1981,3885.45,0,0,0,
71,1997-10-16,10,KGHM,PLKGHM000017,0,0,0,23.5,0.9,368432,1971,2689.55,0,0,0,
72,1997-10-17,10,KGHM,PLKGHM000017,0,0,0,23.3,-0.9,410148,1198,4433.25,0,0,0,
73,1997-10-20,10,KGHM,PLKGHM000017,0,0,0,23.6,1.3,597967,1676,906.8,0,0,0,
74,1997-10-21,10,KGHM,PLKGHM000017,0,0,0,23.9,1.3,513561,1649,8147.65,0,0,0,
75,1997-10-22,10,KGHM,PLKGHM000017,0,0,0,24.5,2.5,588953,2996,6208.9,0,0,0,
76,1997-10-23,10,KGHM,PLKGHM000017,23.9,23.9,23.5,24.4,-0.4,1089861,1847,9026.68,0,0,0,
77,1997-10-24,10,KGHM,PLKGHM000017,23.6,23.8,23.5,23.4,-4.1,601038,1743,5406.55,0,0,0,
78,1997-10-27,10,KGHM,PLKGHM000017,22.2,22.3,21.8,22.2,-5.1,627814,1481,7659.25,0,0,0,
79,1997-10-28,10,KGHM,PLKGHM000017,18.1,18.6,18,20,-9.9,229000,338,8379.3,0,0,0,
80,1997-10-29,10,KGHM,PLKGHM000017,21.3,21.4,20.5,21.8,9,704971,330,8002.3,0,0,0,
81,1997-10-30,10,KGHM,PLKGHM000017,20.3,20.4,20,20.7,-5,654355,1789,8633.4,0,0,0,
82,1997-10-31,10,KGHM,PLKGHM000017,20.7,20.8,20.5,20.6,-0.5,773474,1229,3377.7,0,0,0,
83,1997-11-03,10,KGHM,PLKGHM000017,20.9,21.1,20.8,20.7,0.5,457607,1030,3177.7,0,0,0,
84,1997-11-04,10,KGHM,PLKGHM000017,20.2,20.5,20.1,20.3,-1.9,511777,1123,3704.65,0,0,0,
85,1997-11-05,10,KGHM,PLKGHM000017,20.1,20.1,19.9,20,-1.5,470461,74,543.5,0,0,0,
86,1997-11-06,10,KGHM,PLKGHM000017,20.1,20.2,20.1,20.3,1.5,268751,650,9835.39,0,0,0,
87,1997-11-07,10,KGHM,PLKGHM000017,19.7,19.8,19.3,19.8,-2.5,336337,1001,7141.35,0,0,0,
88,1997-11-12,10,KGHM,PLKGHM000017,18.9,18.9,18,19.5,-1.5,386608,1203,8188.2,0,0,0,
89,1997-11-13,10,KGHM,PLKGHM000017,17.7,18,17.5,17.8,-8.7,660162,1383,7756.9,0,0,0,
90,1997-11-14,10,KGHM,PLKGHM000017,0,0,0,18.3,2.8,487370,1233,4941.35,0,0,0,
91,1997-11-17,10,KGHM,PLKGHM000017,18.6,19,18.5,18.9,3.3,459533,194,6806.45,0,0,0,
92,1997-11-18,10,KGHM,PLKGHM000017,18.8,18.8,18.6,19,0.5,402868,1004,871.45,0,0,0,
93,1997-11-19,10,KGHM,PLKGHM000017,17.9,18,17.6,17.6,-7.4,332214,785,6422.73,0,0,0,
94,1997-11-20,10,KGHM,PLKGHM000017,17.6,17.6,17.3,17.6,0,260772,112,6222.37,0,0,0,
95,1997-11-21,10,KGHM,PLKGHM000017,18.1,18.1,17.7,18.1,2.8,305659,582,6567.01,0,0,0,
96,1997-11-24,10,KGHM,PLKGHM000017,16.5,16.6,15.9,16.3,-9.9,605131,1016,8087.35,0,0,0,
97,1997-11-25,10,KGHM,PLKGHM000017,15.7,15.9,15.7,15.8,-3.1,538416,1472,2364.6,0,0,0,
98,1997-11-26,10,KGHM,PLKGHM000017,15.7,15.7,15.3,15.9,0.6,423255,1115,8983.66,0,0,0,
99,1997-11-27,10,KGHM,PLKGHM000017,15.4,15.4,14.9,15.7,-1.3,500707,1085,9159.6,0,0,0,
100,1997-11-28,10,KGHM,PLKGHM000017,14.8,15,14.6,15.2,-3.2,502798,1021,3059.15,0,0,0,
101,1997-12-01,10,KGHM,PLKGHM000017,15.8,15.9,15.6,15.6,2.6,560315,820,5103,0,0,0,
102,1997-12-02,10,KGHM,PLKGHM000017,0,0,0,15.8,1.3,326108,1286,857.13,0,0,0,
103,1997-12-03,10,KGHM,PLKGHM000017,15.4,15.4,15.1,15.5,-1.9,227213,886,4951.1,0,0,0,
104,1997-12-04,10,KGHM,PLKGHM000017,15.5,15.5,15.1,15.2,-1.9,463629,711,3912.35,0,0,0,
105,1997-12-05,10,KGHM,PLKGHM000017,14.8,14.8,14.6,15.1,-0.7,404700,1307,6876.54,0,0,0,
106,1997-12-08,10,KGHM,PLKGHM000017,14.7,14.7,14.4,14.8,-2,242468,960,4934.85,0,0,0,
107,1997-12-09,10,KGHM,PLKGHM000017,14.4,14.5,14.3,14.6,-1.4,206582,960,730.63,0,0,0,
108,1997-12-10,10,KGHM,PLKGHM000017,14.1,14.2,14,14.3,-2.1,235600,951,3749.46,0,0,0,
109,1997-12-11,10,KGHM,PLKGHM000017,13.4,13.4,12.9,13.3,-7,359756,1041,6370.86,0,0,0,
110,1997-12-12,10,KGHM,PLKGHM000017,12.9,13,12.9,12.9,-3,398265,104,8849.79,0,0,0,
111,1997-12-15,10,KGHM,PLKGHM000017,13.3,13.3,13,13.1,1.6,373428,926,6214.06,0,0,0,
112,1997-12-16,10,KGHM,PLKGHM000017,12.9,12.9,12.6,13.1,0,384131,961,7306.68,0,0,0,
113,1997-12-17,10,KGHM,PLKGHM000017,12.5,12.5,12,12.8,-2.3,317734,825,5561.19,0,0,0,
114,1997-12-18,10,KGHM,PLKGHM000017,12.1,12.1,12,12,-6.3,421805,952,973.73,0,0,0,
115,1997-12-19,10,KGHM,PLKGHM000017,11.4,11.4,11.2,11.5,-4.2,461827,1321,9092.52,0,0,0,
116,1997-12-22,10,KGHM,PLKGHM000017,11,11.1,10.9,11.2,-2.6,315859,1170,4880.04,0,0,0,
117,1997-12-23,10,KGHM,PLKGHM000017,11.1,11.2,11,11,-1.8,366659,1075,719.9,0,0,0,
118,1997-12-29,10,KGHM,PLKGHM000017,11.7,12.1,11.7,11.5,4.5,706857,268,4721.7,0,0,0,
119,1997-12-30,10,KGHM,PLKGHM000017,12.4,12.7,12.4,12.6,9.6,516501,191,9399.63,0,0,0,
120,1997-12-31,10,KGHM,PLKGHM000017,13.5,13.7,13.3,13,3.2,536318,197,3947.05,0,0,0,
121,1998-01-05,10,KGHM,PLKGHM000017,13.1,13.1,12.7,13.4,3.1,501488,1505,9868.78,0,0,0,
122,1998-01-06,10,KGHM,PLKGHM000017,12,12.2,11.9,12.8,-4.5,269218,1152,4543.18,0,0,0,
123,1998-01-07,10,KGHM,PLKGHM000017,11,11.5,11,11.6,-9.4,253602,880,3331.57,0,0,0,
124,1998-01-08,10,KGHM,PLKGHM000017,11.3,11.3,11.1,11.5,-0.9,366440,1013,6478.87,0,0,0,
125,1998-01-09,10,KGHM,PLKGHM000017,11.1,11.3,11,11.3,-1.7,372632,880,4280.03,0,0,0,
126,1998-01-12,10,KGHM,PLKGHM000017,10.3,10.3,9.95,10.2,-9.7,626256,1367,1970.98,0,0,0,
127,1998-01-13,10,KGHM,PLKGHM000017,10.3,10.5,10.2,10.5,2.9,372418,976,6319.28,0,0,0,
128,1998-01-14,10,KGHM,PLKGHM000017,10.9,11,10.8,11.1,5.7,490312,734,6994.38,0,0,0,
129,1998-01-15,10,KGHM,PLKGHM000017,10.4,10.4,10.2,10.6,-4.5,356170,727,4895.5,0,0,0,
130,1998-01-16,10,KGHM,PLKGHM000017,11.1,11.2,10.9,10.9,2.8,524331,735,7266.62,0,0,0,
131,1998-01-19,10,KGHM,PLKGHM000017,11.5,11.5,11.3,11.8,8.3,429367,711,5890.96,0,0,0,
132,1998-01-20,10,KGHM,PLKGHM000017,11.1,11.3,11,11.4,-3.4,286939,658,3344.51,0,0,0,
133,1998-01-21,10,KGHM,PLKGHM000017,10.9,10.9,10.7,11.2,-1.8,419445,669,5900.8,0,0,0,
134,1998-01-22,10,KGHM,PLKGHM000017,10.5,10.7,10.4,10.6,-5.4,518804,854,5650.94,0,0,0,
135,1998-01-23,10,KGHM,PLKGHM000017,10.8,11,10.7,10.6,0,771659,978,9628.17,0,0,0,
136,1998-01-26,10,KGHM,PLKGHM000017,10.8,10.8,10.6,11,3.8,563961,817,8350.75,0,0,0,
137,1998-01-27,10,KGHM,PLKGHM000017,10.8,10.8,10.6,10.7,-2.7,599054,736,8871.46,0,0,0,
138,1998-01-28,10,KGHM,PLKGHM000017,10.9,11.2,10.9,10.8,0.9,778636,880,9296.34,0,0,0,
139,1998-01-29,10,KGHM,PLKGHM000017,11.6,11.7,11.1,11.2,3.7,901787,1229,9240.83,0,0,0,
140,1998-01-30,10,KGHM,PLKGHM000017,11.4,11.4,11.2,11.3,0.9,1186059,1317,4544.5,0,0,0,
141,1998-02-02,10,KGHM,PLKGHM000017,12,12.5,12,11.8,4.4,912006,1361,11487.44,0,0,0,
142,1998-02-03,10,KGHM,PLKGHM000017,12.2,12.6,12.2,12.5,5.9,991932,1739,9270.1,0,0,0,
143,1998-02-04,10,KGHM,PLKGHM000017,12,12.5,12,12.3,-1.6,1002337,1450,12580.45,0,0,0,
144,1998-02-05,10,KGHM,PLKGHM000017,13.7,14.3,13.7,13.1,6.5,769211,1237,7773.83,0,0,0,
145,1998-02-06,10,KGHM,PLKGHM000017,15.8,16.1,15.4,14.4,9.9,634500,679,20122.05,0,0,0,
146,1998-02-09,10,KGHM,PLKGHM000017,16,16.1,15.6,15.8,9.7,1359328,2882,24121.75,0,0,0,
147,1998-02-10,10,KGHM,PLKGHM000017,15.2,15.2,14.5,15.5,-1.9,1078615,2689,19301.07,0,0,0,
148,1998-02-11,10,KGHM,PLKGHM000017,14.7,14.8,14,14.4,-7.1,694591,1718,8762.2,0,0,0,
149,1998-02-12,10,KGHM,PLKGHM000017,13.4,13.4,12.9,13.8,-4.2,724085,1519,6940.3,0,0,0,
150,1998-02-13,10,KGHM,PLKGHM000017,13.3,13.4,13.1,13,-5.8,706043,1527,7281.15,0,0,0,
151,1998-02-16,10,KGHM,PLKGHM000017,13.4,13.4,13,13.3,2.3,416322,1145,8394.22,0,0,0,
152,1998-02-17,10,KGHM,PLKGHM000017,13.1,13.6,13.1,13.3,0,449652,863,7864.34,0,0,0,
153,1998-02-18,10,KGHM,PLKGHM000017,13.3,13.3,13,13.4,0.8,577098,918,8169.93,0,0,0,
154,1998-02-19,10,KGHM,PLKGHM000017,0,0,0,12.9,-3.7,831313,1094,6232.5,0,0,0,
155,1998-02-20,10,KGHM,PLKGHM000017,12.9,12.9,12.6,12.8,-0.8,567068,1231,2233.1,0,0,0,
156,1998-02-23,10,KGHM,PLKGHM000017,13.3,13.6,13.3,13,1.6,469593,1034,6528.42,0,0,0,
157,1998-02-24,10,KGHM,PLKGHM000017,12.9,12.9,12.7,13.3,2.3,408329,1025,8467.55,0,0,0,
158,1998-02-25,10,KGHM,PLKGHM000017,12.5,12.5,12.3,12.8,-3.8,418443,839,7224.14,0,0,0,
159,1998-02-26,10,KGHM,PLKGHM000017,12.8,12.9,12.7,12.8,0,514046,672,1228.4,0,0,0,
160,1998-02-27,10,KGHM,PLKGHM000017,13.3,13.3,13.1,13.1,2.3,502554,927,2396.7,0,0,0,
161,1998-03-02,10,KGHM,PLKGHM000017,14,14.2,13.8,13.8,5.3,612048,1061,5677.35,0,0,0,
162,1998-03-03,10,KGHM,PLKGHM000017,13.5,13.6,13.3,13.8,0,451668,828,7918.94,0,0,0,
163,1998-03-04,10,KGHM,PLKGHM000017,13.2,13.5,13.2,13.6,-1.4,500906,836,2829.75,0,0,0,
164,1998-03-05,10,KGHM,PLKGHM000017,12.7,13,12.6,12.9,-5.1,318147,586,4506.65,0,0,0,
165,1998-03-06,10,KGHM,PLKGHM000017,13.7,13.7,13.5,13.4,3.9,280176,532,4391.55,0,0,0,
166,1998-03-09,10,KGHM,PLKGHM000017,14.3,14.6,14.2,14.1,5.2,761633,1313,9166.2,0,0,0,
167,1998-03-10,10,KGHM,PLKGHM000017,14.6,14.6,14.2,14.3,1.4,607338,1376,5840.2,0,0,0,
168,1998-03-11,10,KGHM,PLKGHM000017,14.2,14.2,14,14.5,1.4,850075,1641,4546.25,0,0,0,
169,1998-03-12,10,KGHM,PLKGHM000017,14.2,14.3,14,14,-3.4,459834,1071,8871.35,0,0,0,
170,1998-03-13,10,KGHM,PLKGHM000017,14.3,14.4,14.2,14.4,2.9,512498,897,3755.95,0,0,0,
171,1998-03-16,10,KGHM,PLKGHM000017,14,14.2,14,14.2,-1.4,184405,619,3987.5,0,0,0,
172,1998-03-17,10,KGHM,PLKGHM000017,13.7,13.7,13.4,13.9,-2.1,459963,713,8345.92,0,0,0,
173,1998-03-18,10,KGHM,PLKGHM000017,13.6,13.8,13.6,13.5,-2.9,356432,698,5641.16,0,0,0,
174,1998-03-19,10,KGHM,PLKGHM000017,13.5,13.6,13.4,13.5,0,301241,585,6486.51,0,0,0,
175,1998-03-20,10,KGHM,PLKGHM000017,13.6,13.6,13.4,13.5,0,173884,554,3365.12,0,0,0,
176,1998-03-23,10,KGHM,PLKGHM000017,13.3,13.4,13.3,13.5,0,151493,28,3739.31,0,0,0,
177,1998-03-24,10,KGHM,PLKGHM000017,13.2,13.2,13,13.2,-2.2,314298,56,785.45,0,0,0,
178,1998-03-25,10,KGHM,PLKGHM000017,13,13.1,13,12.8,-3,248336,649,4923.8,0,0,0,
179,1998-03-26,10,KGHM,PLKGHM000017,12.8,12.8,12.6,12.9,0.8,211876,529,4331.2,0,0,0,
180,1998-03-27,10,KGHM,PLKGHM000017,12.5,12.7,12.5,12.6,-2.3,206514,67,775.45,0,0,0,
181,1998-03-30,10,KGHM,PLKGHM000017,12.2,12.2,11.9,12.1,-4,221493,558,2752.58,0,0,0,
182,1998-03-31,10,KGHM,PLKGHM000017,11.7,12.5,11.7,11.6,-4.1,384027,765,5458.1,0,0,0,
183,1998-04-01,10,KGHM,PLKGHM000017,12.7,12.9,12.4,12.7,9.5,490326,593,1168.25,0,0,0,
184,1998-04-02,10,KGHM,PLKGHM000017,0,0,0,12.2,-3.9,53941,375,1461.5,0,0,0,
185,1998-04-06,10,KGHM,PLKGHM000017,12.7,12.9,12.7,12.5,2.5,360308,426,7270.2,0,0,0,
186,1998-04-07,10,KGHM,PLKGHM000017,13.4,13.5,13.3,13,4,181946,437,3131.6,0,0,0,
187,1998-04-08,10,KGHM,PLKGHM000017,12.8,12.9,12.8,13.2,1.5,109581,421,467.8,0,0,0,
188,1998-04-09,10,KGHM,PLKGHM000017,13,13.1,13,13,-1.5,281256,549,5512.16,0,0,0,
189,1998-04-14,10,KGHM,PLKGHM000017,13.4,13.7,13.3,13.3,2.3,183186,419,2696.5,0,0,0,
190,1998-04-15,10,KGHM,PLKGHM000017,0,0,0,13.5,1.5,398807,558,8148.79,0,0,0,
191,1998-04-16,10,KGHM,PLKGHM000017,13.7,14,13.6,13.8,2.2,460351,891,9835.29,0,0,0,
192,1998-04-17,10,KGHM,PLKGHM000017,13.6,13.7,13.5,13.7,-0.7,318188,544,6444.15,0,0,0,
193,1998-04-20,10,KGHM,PLKGHM000017,13.7,13.7,13.4,13.9,1.5,127624,402,628,0,0,0,
194,1998-04-21,10,KGHM,PLKGHM000017,13.9,14.4,13.9,14,0.7,880142,1237,4508.45,0,0,0,
195,1998-04-22,10,KGHM,PLKGHM000017,14.7,14.9,14.7,14.5,3.6,504315,1348,9977.89,0,0,0,
196,1998-04-23,10,KGHM,PLKGHM000017,15.4,15.6,15.3,15,3.4,672357,1453,4634.25,0,0,0,
197,1998-04-24,10,KGHM,PLKGHM000017,16.1,16.2,15.7,15.7,4.7,545790,1538,5845.9,0,0,0,
198,1998-04-27,10,KGHM,PLKGHM000017,15.1,15.2,15,15.4,-1.9,468811,790,8310.18,0,0,0,
199,1998-04-28,10,KGHM,PLKGHM000017,14.5,14.9,14.5,14.9,-3.2,465589,1093,8644.65,0,0,0,
200,1998-04-29,10,KGHM,PLKGHM000017,15.3,15.4,15.1,15,0.7,297874,780,6926.22,0,0,0,
201,1998-04-30,10,KGHM,PLKGHM000017,15.7,15.8,15.6,15.5,3.3,315826,87,6039.61,0,0,0,
202,1998-05-04,10,KGHM,PLKGHM000017,15.5,15.6,15.4,15.8,1.9,260102,707,6252.12,0,0,0,
203,1998-05-05,10,KGHM,PLKGHM000017,15.5,15.7,15.5,15.7,-0.6,524551,889,4143.15,0,0,0,
204,1998-05-06,10,KGHM,PLKGHM000017,15.6,15.8,15.6,15.7,0,320277,736,8863.5,0,0,0,
